"__mclCluster","EnrichmentMap::Colouring (Data Set 1)","EnrichmentMap::ES (Data Set 1)","EnrichmentMap::fdr_qvalue (Data Set 1)","EnrichmentMap::fwer_qvalue (Data Set 1)","EnrichmentMap::Genes","EnrichmentMap::GS_DESCR","EnrichmentMap::gs_size","EnrichmentMap::GS_Type","EnrichmentMap::Name","EnrichmentMap::NES (Data Set 1)","EnrichmentMap::pvalue (Data Set 1)","name","selected","shared name","wordcloud.sync"
"5","0.99999999886",,"1.43E-7",,"RANBP9|AR|ERCC1|TP53INP2|NFE2L3|MAP2K5|OMD|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|PIR|COL2A1|MMP15|CDX2|IL6ST|HGF|TWISTNB|JAK2|TP53BP1|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|PLD4|DUSP3|PICALM|NR3C1|NUPR1|NKTR|ELL2|IRF9|KAT6A|EREG|PRMT2|THOC2|CST3|MKNK2|TMF1|POLR3G|RARA|UBE2J2|ASXL2|RASGRP3|HPSE|VHL|PPARA|FGFR1|BLK|HS6ST1|SMARCA4|NFIC|TAOK1|PSMB1|TRAF4|BMPR1B|IMPAD1|RAB2A|PAX6|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TAF1B|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|IL18RAP|MECOM|DAPP1|NBN|MIB2|POU2F2|TP53|SPTBN2|MAML2|KMT2A|ACKR3|COPS7A|SETD7|TET2|CELF2|FGF18|ENSP00000452245|TRAF3|PTPRM|IKBKE|NBAS|RAD51D|USP12|NIPBL|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|DCAF7|LIG4|WNK2|HSP90B1|AXL|RNASE6|UBTF|INSR|HIPK3|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|INTS6|RSF1|GGA2|ANGPT2|BACE1|CAMK2G|SNAPC5|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|FANCF|RPS6KA4|RFTN1|ATF4|IL17F|ZBTB16|CCDC88A|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|JARID2|OAS2|SP100|USP1|MEF2A|UVRAG|MYLIP|PTRF|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|SMC3|SMC5|QKI|PSEN2|NR5A2|TPR|HIPK1|AHCYL1|MTM1|GBP5|GPC4|SRSF11|RUNX2|COL5A1|PTEN|NCOA3|YBX1|PGK1|RBBP4|PIM1","macromolecule metabolic process","178","ENR","GO:0043170","0.6844663962534938","1.14E-9","GO:0043170","false","GO:0043170","false"
"5","0.999999999999313",,"1.63E-10",,"RANBP9|AR|ERCC1|TP53INP2|NFE2L3|MAP2K5|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|PIR|COL2A1|MMP15|CDX2|IL6ST|HGF|TWISTNB|JAK2|TP53BP1|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|PLD4|DUSP3|PICALM|NR3C1|NUPR1|NKTR|ELL2|IRF9|KAT6A|EREG|PRMT2|CST3|MKNK2|TMF1|POLR3G|RARA|UBE2J2|ASXL2|RASGRP3|HPSE|VHL|PPARA|FGFR1|BLK|HS6ST1|SMARCA4|NFIC|TAOK1|PSMB1|TRAF4|BMPR1B|IMPAD1|RAB2A|PAX6|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TAF1B|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|MECOM|DAPP1|NBN|MIB2|POU2F2|TP53|SPTBN2|MAML2|KMT2A|ACKR3|COPS7A|SETD7|TET2|FGF18|TRAF3|PTPRM|IKBKE|NBAS|RAD51D|USP12|NIPBL|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|DCAF7|LIG4|WNK2|HSP90B1|AXL|RNASE6|UBTF|INSR|HIPK3|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|INTS6|RSF1|GGA2|BACE1|CAMK2G|SNAPC5|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|FANCF|RPS6KA4|ATF4|ZBTB16|CCDC88A|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|JARID2|OAS2|SP100|USP1|MEF2A|UVRAG|MYLIP|PTRF|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|SMC3|SMC5|PSEN2|NR5A2|TPR|HIPK1|MTM1|RUNX2|PTEN|NCOA3|YBX1|RBBP4|PIM1","cellular macromolecule metabolic process","163","ENR","GO:0044260","0.9787812395596042","6.87E-13","GO:0044260","false","GO:0044260","false"
"22","0.99937",,"0.0231",,"AR|ERCC1|NFE2L3|RNASE6|UBTF|HIPK3|HINT1|PIR|ABCD1|PDE4A|WDR48|CDX2|TWISTNB|INTS6|TP53BP1|RSF1|SETX|MED31|PLD4|NR3C1|SNAPC5|ENO1|ELL2|IRF9|PTGIS|EREG|THOC2|FANCF|TMF1|POLR3G|RARA|ATF4|ASXL2|PPARA|IREB2|TRIM24|SMARCA4|NFIC|TAOK1|OAS2|IMPAD1|SP100|PAX6|USP1|MEF2A|TAF1B|EPAS1|RPL37A|UVRAG|PTRF|NBN|SFPQ|POU2F2|TP53|SMC3|MAML2|SMC5|QKI|COPS7A|TET2|SRD5A1|CELF2|PFKFB2|NR5A2|ENSP00000452245|NBAS|RAD51D|NIPBL|ME1|PPP1R9B|AHCYL1|APP|HK2|SRSF11|RUNX2|ADCY9|LIG4|PTEN|YBX1|PGK1","heterocycle metabolic process","80","ENR","GO:0046483","0.16363880201078557","6.3E-4","GO:0046483","false","GO:0046483","false"
"22","0.99981",,"0.0084",,"AR|ERCC1|NFE2L3|RNASE6|UBTF|HIPK3|PIR|WDR48|CDX2|TWISTNB|INTS6|TP53BP1|RSF1|SETX|MED31|PLD4|NR3C1|SNAPC5|ELL2|IRF9|EREG|THOC2|FANCF|TMF1|POLR3G|RARA|ATF4|ASXL2|PPARA|TRIM24|SMARCA4|NFIC|TAOK1|OAS2|SP100|PAX6|USP1|MEF2A|TAF1B|EPAS1|RPL37A|UVRAG|PTRF|NBN|SFPQ|POU2F2|TP53|SMC3|MAML2|SMC5|QKI|COPS7A|TET2|CELF2|NR5A2|ENSP00000452245|NBAS|RAD51D|NIPBL|PPP1R9B|AHCYL1|APP|SRSF11|RUNX2|LIG4|PTEN|YBX1","nucleic acid metabolic process","67","ENR","GO:0090304","0.20757207139381184","1.9E-4","GO:0090304","false","GO:0090304","false"
"24","0.99999271",,"4.7E-4",,"RANBP9|AR|TP53INP2|PLA2G5|MAP2K5|OMD|CETP|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|COL2A1|ABCD1|PDE4A|MMP15|HGF|JAK2|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|DUSP3|NUPR1|NKTR|ENO1|PTGIS|KAT6A|EREG|PRMT2|CST3|MKNK2|SLC27A1|RARA|UBE2J2|ASXL2|RASGRP3|HPSE|VHL|PPARA|IREB2|FGFR1|BLK|HS6ST1|TAOK1|PSMB1|TRAF4|BMPR1B|IMPAD1|RAB2A|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|MECOM|DAPP1|MIB2|TP53|SPTBN2|KMT2A|COPS7A|SETD7|TET2|SRD5A1|FGF18|SLC7A11|TRAF3|PTPRM|IKBKE|USP12|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|HK2|DCAF7|ADCY9|WNK2|HSP90B1|AXL|INSR|HIPK3|HINT1|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|RSF1|GGA2|BACE1|CAMK2G|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|RPS6KA4|ATF4|IL17F|ZBTB16|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|STAT5A|JARID2|USP1|GPT2|MEF2A|MYLIP|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|PSEN2|PFKFB2|TPR|PHGDH|HIPK1|MTM1|GOT1|GPC4|PTEN|NCOA3|PGK1|PIM1","organonitrogen compound metabolic process","143","ENR","GO:1901564","0.33279021420642824","7.29E-6","GO:1901564","false","GO:1901564","false"
"122","0.999999999999133",,"1.94E-10",,"RANBP9|AR|PLA2G5|MAP2K5|STK24|MAPK12|EIF5|TRIM6|NKX3-1|TNFRSF10A|IL6ST|HGF|JAK2|TNFRSF19|PPP2R3B|SNX9|CCL1|DUSP3|PDGFD|PICALM|NUPR1|CAST|ENO1|EREG|CST3|MKNK2|TMF1|SLC27A1|RARA|SERPINF1|SLC8A1|GDF11|IREB2|FGFR1|TAOK1|TRAF4|PAX6|TRPV4|SPTBN4|BIRC3|MUC20|DUSP7|CBL|CD80|MECOM|NBN|TOB1|IQGAP1|TP53|KMT2A|ACKR3|SETD7|APAF1|FGF18|ITGB3|TRAF3|TNFRSF11A|NIPBL|PPP1R9B|ITCH|APP|GNAQ|BAG4|CPEB3|CD24|ADCY9|PROK2|PCOLCE2|WNK2|WDFY2|HSP90B1|WNT10B|INSR|HIPK3|ING2|EIF2AK3|WDR48|DAB2|NOC2L|NCL|CRTAP|PSEN1|SOCS1|RPS6KA4|ATF4|EBAG9|CCDC88A|TSLP|MEF2C|PTK2|JARID2|SH2B3|OCLN|UVRAG|MYLIP|CASS4|CLIP3|AKAP13|QKI|DISC1|FGFR1OP|TPR|IL6R|MTM1|PTEN|YBX1|PIM1","regulation of cellular protein metabolic process","107","ENR","GO:0032268","0.9712198270069774","8.67E-13","GO:0032268","false","GO:0032268","false"
"5","0.99999982",,"1.62E-5",,"RANBP9|ERCC1|NFE2L3|MAP2K5|CETP|MAPK12|CTSG|EIF5|ABCD1|MMP15|HGF|TWISTNB|CEP41|SETX|MED31|DUSP3|NR3C1|NKTR|ENO1|ELL2|PTGIS|EREG|THOC2|YWHAH|MKNK2|SLC27A1|RARA|VHL|ARF3|IREB2|BLK|HS6ST1|TAOK1|PSMB1|TRAF4|IMPAD1|RAB2A|ST3GAL3|SPTBN4|BIRC3|TAF1B|EPAS1|AKT3|CBL|IL18RAP|MECOM|NBN|GABARAPL1|SLC27A2|IRF8|TP53|ACKR3|LIMD1|SETD7|SRD5A1|FGF18|SLC7A11|NBAS|USP12|NIPBL|DGKE|APP|HK2|ADCY9|WNK2|AVPR1A|IDH3A|HSP90B1|WNT10B|AXL|RNASE6|UBTF|INSR|HIPK3|HINT1|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|INTS6|RSF1|GGA2|ANGPT2|BACE1|CAMK2G|SNAPC5|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|FANCF|RPS6KA4|RFTN1|ATF4|IL17F|ZBTB16|CCDC88A|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|GPT2|MEF2A|UVRAG|ACOX3|MYLIP|PTRF|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|SMC3|SMC5|QKI|PSEN2|PFKFB2|NR5A2|TPR|PHGDH|HIPK1|ME1|AHCYL1|MTM1|GBP5|GOT1|GPC4|SRSF11|RUNX2|COL5A1|PREX1|PTEN|NCOA3|YBX1|PGK1|RBBP4|PIM1|AR|TP53INP2|PLA2G5|OMD|STK24|PLCB4|PRKD3|TRIM6|PIR|COL2A1|PDE4A|CDX2|IL6ST|JAK2|TP53BP1|MTMR12|TNFRSF19|PPP2R3B|PLD4|PICALM|NUPR1|IRF9|KAT6A|PRMT2|CST3|TMF1|POLR3G|UBE2J2|ASXL2|RASGRP3|HPSE|PPARA|NDUFS1|FGFR1|SMARCA4|NFIC|BMPR1B|PAX6|TRPV4|HDAC9|CISH|MUC20|TGFBI|DUSP7|RPL37A|DAPP1|MIB2|POU2F2|SPTBN2|MAML2|KMT2A|COPS7A|TET2|CELF2|ENSP00000452245|TRAF3|PTPRM|IKBKE|RAD51D|PPP1R9B|ITCH|ST3GAL6|CPEB3|PTPN9|DCAF7|CD24|LIG4","metabolic process","214","ENR","GO:0008152","0.47904849854573694","1.8E-7","GO:0008152","false","GO:0008152","false"
"121","0.9999342",,"0.0033",,"PAX6|RANBP9|MAP2K5|SH2B3|BIRC3|HIPK3|OCLN|DUSP7|CBL|MECOM|EIF2AK3|TOB1|HGF|TP53|DUSP3|NOC2L|NCL|FGFR1OP|PICALM|CAST|TPR|CRTAP|PSEN1|SOCS1|PPP1R9B|CST3|ITCH|APP|MTM1|GNAQ|RARA|CPEB3|SERPINF1|ATF4|SLC8A1|IREB2|PTEN|WNK2|YBX1|JARID2","negative regulation of cellular protein metabolic process","40","ENR","GO:0032269","0.24814860601221125","6.58E-5","GO:0032269","false","GO:0032269","false"
"24","0.999999808",,"1.72E-5",,"RANBP9|AR|TP53INP2|MAP2K5|STK24|MAPK12|CTSG|PRKD3|EIF5|TRIM6|MMP15|HGF|JAK2|TNFRSF19|CEP41|SETX|PPP2R3B|MED31|DUSP3|NUPR1|NKTR|KAT6A|EREG|PRMT2|CST3|MKNK2|RARA|UBE2J2|ASXL2|RASGRP3|VHL|FGFR1|BLK|TAOK1|PSMB1|TRAF4|BMPR1B|RAB2A|ST3GAL3|HDAC9|CISH|SPTBN4|BIRC3|MUC20|TGFBI|EPAS1|DUSP7|AKT3|RPL37A|CBL|MECOM|DAPP1|MIB2|TP53|SPTBN2|KMT2A|COPS7A|SETD7|TET2|FGF18|TRAF3|PTPRM|IKBKE|USP12|PPP1R9B|ITCH|APP|ST3GAL6|CPEB3|PTPN9|DCAF7|WNK2|HSP90B1|AXL|INSR|HIPK3|PRKCB|EIF2AK3|WDR48|CLOCK|PTPN7|RSF1|GGA2|BACE1|CAMK2G|DSCC1|FAM20C|CRTAP|ZNRF2|PSEN1|SOCS1|RPS6KA4|ZBTB16|HIST1H1C|LIMK2|TRIM24|MEF2C|PTK2|JARID2|USP1|MEF2A|MYLIP|SFPQ|ELK4|GAD1|MYLK|CLIP3|AKAP13|PSEN2|TPR|HIPK1|MTM1|PTEN|NCOA3|PIM1","cellular protein metabolic process","115","ENR","GO:0044267","0.47644715530924514","1.92E-7","GO:0044267","false","GO:0044267","false"
,"0.99922",,"0.0276",,"AR|NFE2L3|RNASE6|UBTF|HIPK3|PIR|CDX2|TWISTNB|INTS6|RSF1|SETX|MED31|NR3C1|SNAPC5|ELL2|IRF9|EREG|THOC2|TMF1|POLR3G|RARA|ATF4|ASXL2|PPARA|TRIM24|SMARCA4|NFIC|OAS2|PAX6|MEF2A|TAF1B|EPAS1|RPL37A|PTRF|SFPQ|POU2F2|TP53|MAML2|QKI|CELF2|NR5A2|ENSP00000452245|NBAS|PPP1R9B|AHCYL1|APP|SRSF11|RUNX2|PTEN|YBX1","RNA metabolic process","50","ENR","GO:0016070","0.15590909179347823","7.8E-4","GO:0016070","false","GO:0016070","false"
"15","0.999999999999707",,"7.64E-11",,"RANBP9|AR|AXL|PLA2G5|MAP2K5|STK24|INSR|HIPK3|TRIM6|ABCD1|EIF2AK3|NKX3-1|TNFRSF10A|IL6ST|HGF|JAK2|TNFRSF19|DAB2|PPP2R3B|SNX9|CCL1|DUSP3|PDGFD|NUPR1|ENO1|FAM20C|EREG|PSEN1|SOCS1|RPS6KA4|SLC27A1|SLC8A1|PPARA|GDF11|CCDC88A|TSLP|FGFR1|MEF2C|TAOK1|PTK2|TRAF4|PAX6|TRPV4|SH2B3|CISH|SPTBN4|MUC20|OCLN|DUSP7|CBL|UVRAG|CD80|MECOM|NBN|IQGAP1|CASS4|TP53|CLIP3|AKAP13|ACKR3|FGFR1OP|FGF18|PFKFB2|TPR|ITGB3|TRAF3|IL6R|TNFRSF11A|PPP1R9B|ITCH|APP|GNAQ|BAG4|CD24|ADCY9|PROK2|VAV2|PTEN|WNK2|WDFY2|PGK1|PIM1|HSP90B1|RBL1","regulation of phosphorus metabolic process","84","ENR","GO:0051174","1.011690664142431","2.93E-13","GO:0051174","false","GO:0051174","false"
"14","1.0",,"6.43E-18",,"RANBP9|ERCC1|NFE2L3|MAP2K5|MAPK12|EIF5|ABCD1|TNFRSF10A|HGF|TWISTNB|WASL|SETX|MED31|CCL1|DUSP3|NR3C1|ENO1|HOXB7|GHSR|PTGIS|EREG|THOC2|YWHAH|MKNK2|SLC27A1|RARA|SERPINF1|VHL|GDF11|IREB2|SLC40A1|TAOK1|PSMB1|TRAF4|LY9|SPTBN4|BIRC3|TAF1B|EPAS1|CBL|CD80|IL18RAP|MECOM|NBN|SMARCA2|IQGAP1|IRF8|TP53|MEF2D|ACKR3|LIMD1|SETD7|FGF18|GNRH1|MYCN|NBAS|NIPBL|APP|GNAQ|BAG4|CCR2|ZSCAN21|ADCY9|PROK2|WNK2|WDFY2|HSP90B1|WNT10B|LIN37|AXL|UBTF|TMED10|HIST1H2AE|INSR|HIPK3|HINT1|PRKCB|ZNF3|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|IL17RA|DSCC1|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|SH2B3|MEF2A|OCLN|MKL1|UVRAG|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|SMC3|QKI|DISC1|FGFR1OP|NR5A2|TPR|SLAMF6|IL6R|PHGDH|AHCYL1|NFKB2|MTM1|GBP5|RUNX2|PTEN|NCOA3|YBX1|RBBP4|PIM1|RBL1|AR|TP53INP2|PLA2G5|ZBTB17|STK24|KLF5|LGR4|TRIM6|PIR|COL2A1|NKX3-1|CDX2|IL6ST|JAK2|TP53BP1|TNFRSF19|PPP2R3B|SNX9|PLD4|PDGFD|BANP|PICALM|NUPR1|CAST|TAX1BP1|IRF9|KAT6A|PRMT2|CST3|TMF1|POLR3G|ASXL2|HPSE|SLC8A1|PPARA|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|BMPR1B|ACTA2|PAX6|TRPV4|HDAC9|MUC20|DUSP7|RPL37A|ZMYND8|DP2|ERBB2IP|TOB1|POU2F2|CREBZF|FLI1|MAML2|BCLAF1|KMT2A|TET2|CELF2|APAF1|ITGB3|TRAF3|IKBKE|TNFRSF11A|KANK2|PPP1R9B|ITCH|CPEB3|CD24|PCOLCE2|EBF1|PBX3|BHLHE41|HES4","regulation of macromolecule metabolic process","216","ENR","GO:0060255","1.719178902707578","1.06E-20","GO:0060255","false","GO:0060255","false"
"21","1.0",,"1.5E-19",,"AR|ERCC1|TP53INP2|NFE2L3|PLA2G5|MAP2K5|ZBTB17|STK24|KLF5|MAPK12|LGR4|TRIM6|NKX3-1|CDX2|TNFRSF10A|IL6ST|HGF|TWISTNB|JAK2|TP53BP1|WASL|TNFRSF19|SETX|SNX9|CCL1|PDGFD|BANP|PICALM|NR3C1|NUPR1|ENO1|HOXB7|KAT6A|EREG|PRMT2|YWHAH|CST3|TMF1|SLC27A1|POLR3G|RARA|ASXL2|HPSE|VHL|PPARA|GDF11|FGFR1|SMARCA4|SLC40A1|NFIC|TAOK1|TRAF4|BMPR1B|ACTA2|PAX6|TRPV4|LY9|BIRC3|MUC20|TAF1B|EPAS1|DUSP7|CD80|DP2|MECOM|NBN|SMARCA2|TOB1|IQGAP1|POU2F2|IRF8|TP53|FLI1|MEF2D|MAML2|BCLAF1|KMT2A|ACKR3|SETD7|TET2|APAF1|FGF18|ITGB3|TRAF3|MYCN|NBAS|TNFRSF11A|NIPBL|ITCH|APP|BAG4|CPEB3|CCR2|ZSCAN21|CD24|ADCY9|PROK2|PCOLCE2|EBF1|PBX3|WDFY2|WNT10B|UBTF|INSR|PRKCB|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NCL|IL17RA|DSCC1|PSEN1|POU3F2|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|SP100|MEF2A|OCLN|MKL1|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|QKI|DISC1|NR5A2|SLAMF6|IL6R|NFKB2|GBP5|RUNX2|PTEN|NCOA3|YBX1|PIM1|RBL1","positive regulation of macromolecule metabolic process","154","ENR","GO:0010604","1.882390874094432","1.63E-22","GO:0010604","false","GO:0010604","false"
,"0.999999777",,"1.96E-5",,"RANBP9|AXL|PLA2G5|MAP2K5|CETP|STK24|INSR|HIPK3|MAPK12|HINT1|PLCB4|CTSG|PRKCB|PRKD3|ABCD1|EIF2AK3|PDE4A|PTPN7|HGF|JAK2|MTMR12|TNFRSF19|SETX|PPP2R3B|PLD4|DUSP3|CAMK2G|ENO1|FAM20C|PTGIS|EREG|SOCS1|MKNK2|RPS6KA4|SLC27A1|RARA|RASGRP3|ARF3|NDUFS1|FGFR1|BLK|LIMK2|TRIM24|MEF2C|TAOK1|PTK2|PSMB1|BMPR1B|IMPAD1|CISH|SPTBN4|MEF2A|DUSP7|AKT3|DAPP1|MYLK|SPTBN2|AKAP13|LIMD1|FGF18|PFKFB2|PTPRM|IKBKE|HIPK1|ME1|PPP1R9B|DGKE|APP|MTM1|PTPN9|HK2|ADCY9|PTEN|WNK2|PGK1|PIM1","phosphate-containing compound metabolic process","76","ENR","GO:0006796","0.47077439286435235","2.23E-7","GO:0006796","false","GO:0006796","false"
"15","0.999999999999243",,"1.74E-10",,"RANBP9|AR|AXL|PLA2G5|MAP2K5|STK24|INSR|HIPK3|TRIM6|ABCD1|EIF2AK3|NKX3-1|TNFRSF10A|IL6ST|HGF|JAK2|TNFRSF19|DAB2|PPP2R3B|SNX9|CCL1|DUSP3|PDGFD|NUPR1|ENO1|EREG|PSEN1|SOCS1|RPS6KA4|SLC27A1|SLC8A1|PPARA|GDF11|CCDC88A|TSLP|FGFR1|MEF2C|TAOK1|PTK2|TRAF4|PAX6|TRPV4|SH2B3|CISH|SPTBN4|MUC20|OCLN|DUSP7|CBL|UVRAG|CD80|MECOM|NBN|IQGAP1|CASS4|TP53|CLIP3|AKAP13|ACKR3|FGFR1OP|FGF18|PFKFB2|TPR|ITGB3|TRAF3|IL6R|TNFRSF11A|PPP1R9B|ITCH|APP|GNAQ|BAG4|CD24|ADCY9|PROK2|VAV2|PTEN|WNK2|WDFY2|PGK1|PIM1|HSP90B1|RBL1","regulation of phosphate metabolic process","83","ENR","GO:0019220","0.97594507517174","7.57E-13","GO:0019220","false","GO:0019220","false"
"20","0.999999999999294",,"1.65E-10",,"RANBP9|AR|ERCC1|NFE2L3|MAP2K5|KLF5|LGR4|TRIM6|ABCD1|NKX3-1|CDX2|HGF|TP53BP1|DUSP3|BANP|PICALM|NR3C1|CAST|ENO1|TAX1BP1|GHSR|KAT6A|EREG|PRMT2|CST3|TMF1|RARA|SERPINF1|VHL|SLC8A1|PPARA|IREB2|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|PAX6|TRPV4|HDAC9|BIRC3|DUSP7|RPL37A|CBL|ZMYND8|DP2|MECOM|NBN|SMARCA2|ERBB2IP|TOB1|IRF8|TP53|CREBZF|BCLAF1|KMT2A|LIMD1|ITGB3|MYCN|IKBKE|NBAS|KANK2|NIPBL|PPP1R9B|ITCH|APP|GNAQ|CPEB3|CD24|BHLHE41|WNK2|HES4|WNT10B|LIN37|AXL|HIST1H2AE|HIPK3|EIF2AK3|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|ZBTB16|MTDH|HIST1H1C|TRIM24|MEF2C|JARID2|SP100|SH2B3|MEF2A|OCLN|SFPQ|ELK4|FGFR1OP|TPR|IL6R|NFKB2|MTM1|RUNX2|PTEN|YBX1|RBBP4|RBL1","negative regulation of macromolecule metabolic process","112","ENR","GO:0010605","0.9782516055786094","7.06E-13","GO:0010605","false","GO:0010605","false"
"14","1.0",,"2.92E-19",,"RANBP9|ERCC1|NFE2L3|MAP2K5|MAPK12|EIF5|ABCD1|TNFRSF10A|HGF|TWISTNB|WASL|SETX|MED31|CCL1|DUSP3|LAMA4|NR3C1|ENO1|HOXB7|GHSR|PTGIS|EREG|THOC2|YWHAH|MKNK2|SLC27A1|RARA|SERPINF1|VHL|GDF11|IREB2|SLC40A1|TAOK1|PSMB1|TRAF4|LY9|SPTBN4|BIRC3|TAF1B|EPAS1|CBL|CD80|IL18RAP|MECOM|NBN|SMARCA2|IQGAP1|IRF8|TP53|ECSIT|MEF2D|ACKR3|LIMD1|SETD7|FGF18|GNRH1|SLC7A11|MYCN|NBAS|PDE3B|NIPBL|APP|GNAQ|BAG4|HK2|CCR2|ZSCAN21|ADCY9|PROK2|WNK2|WDFY2|AVPR1A|HSP90B1|WNT10B|LIN37|AXL|UBTF|TMED10|HIST1H2AE|INSR|HIPK3|HINT1|PRKCB|ITPR1|ZNF3|ING2|EIF2AK3|WDR48|CLOCK|KLF7|RSF1|DAB2|NOC2L|NCL|IL17RA|DSCC1|FAM20C|CRTAP|PSEN1|POU3F2|SOCS1|RPS6KA4|ATF4|IL17F|EBAG9|ZBTB16|MTDH|CCDC88A|HIST1H1C|TSLP|TRIM24|MEF2C|PTK2|STAT5A|JARID2|OAS2|SP100|USP1|SH2B3|MEF2A|OCLN|MKL1|UVRAG|MYLIP|SFPQ|ELK4|CASS4|CLIP3|AKAP13|SMC3|QKI|DISC1|FGFR1OP|PFKFB2|NR5A2|TPR|SLAMF6|IL6R|PHGDH|ME1|AHCYL1|NFKB2|MTM1|GBP5|GOT1|RUNX2|VAV2|PTEN|NCOA3|YBX1|PGK1|RBBP4|PIM1|RBL1|AR|TP53INP2|PLA2G5|ZBTB17|STK24|KLF5|LGR4|TRIM6|PIR|COL2A1|NKX3-1|CDX2|IL6ST|JAK2|TP53BP1|TNFRSF19|PPP2R3B|SNX9|PLD4|PDGFD|BANP|PICALM|NUPR1|CAST|TAX1BP1|IRF9|KAT6A|PRMT2|CST3|TMF1|POLR3G|ASXL2|HPSE|SLC8A1|PPARA|FGFR1|SMARCA4|NFIC|L3MBTL1|PHF21A|BMPR1B|ACTA2|PAX6|TRPV4|HDAC9|CISH|MUC20|DUSP7|RPL37A|ZMYND8|DP2|ERBB2IP|TOB1|POU2F2|CREBZF|FLI1|MAML2|BCLAF1|KMT2A|TET2|CELF2|APAF1|ITGB3|TRAF3|IKBKE|TNFRSF11A|KANK2|PPP1R9B|ITCH|CPEB3|CD24|PCOLCE2|EBF1|PBX3|BHLHE41|LZTS1|HES4","regulation of metabolic process","231","ENR","GO:0019222","1.8534617148551582","3.67E-22","GO:0019222","false","GO:0019222","false"
