from	to	confidence	Tf_Regulation	PPI_Annotation	Direction_PPI	Score_PPI	Cleaned_PPI_annotation
HGF	MUC20		0	complex; inhibited by; input; reaction	|-	1	ECrel
HGF	PTK2		0	complex; input	-	1	PPrel
HGF	RANBP9		0	complex; inhibit; input	-|	1	PPrel
HGF	SH3KBP1		0	activated by; complex; input	<-	1	PPrel
HGF	WASL		0	complex; input	-	1	PPrel
HINT1	VHL		0	predicted	-	0.64	predicted
HIPK1	HIPK3		0	predicted	-	0.54	predicted
HIPK1	TP53		0	PPrel: activation, phosphorylation; complex; expression regulated by; input	<->	1	GErel
HIPK3	LIMK2		0	predicted	-	0.64	predicted
HIPK3	TP53		0	PPrel: activation, phosphorylation	->	1	PPrel
HSP90B1	IDH3A		0	predicted	-	0.66	predicted
HSP90B1	IL6ST		0	predicted	-	0.65	predicted
HSP90B1	SRD5A1		0	predicted	-	0.66	predicted
HSP90B1	TAX1BP1		0	predicted	-	0.65	predicted
HSP90B1	TP53		0	predicted	-	0.64	predicted
HSP90B1	YWHAH		0	predicted	-	0.64	predicted
IKBKE	PSMB1		0	predicted	-	0.64	predicted
IKBKE	SIKE1		0	PPrel: inhibited by; complex	|-	1	PPrel
IKBKE	TAX1BP1		0	complex; input	-	1	PPrel
IKBKE	TRAF3		0	PPrel: activated by; PPrel: activated, indirect effect; complex; input	<-	1	PPrel
IKBKE	TRIM6		0	predicted	-	0.99	predicted
IL13RA1	IL6ST		0	complex; input	-	1	PPrel
IL13RA1	JAK2		0	PPrel: activation; PPrel: binding/association; complex; input	->	1	PPrel
IL13RA1	SOCS1		0	inhibited by	|-	1	other
IL13RA1	TSLP		0	PPrel: activated by	<-	1	PPrel
IL17F	IL17RA		0	PPrel: activation; complex; input	->	1	PPrel
IL17F	STAT5A		0	predicted	-	0.54	predicted
IL18RAP	IRF8		0	predicted	-	0.54	predicted
IL18RAP	JAK2		0	reaction	-	1	ECrel
IL6R	IL6ST		0	catalyze; catalyzed by; complex; input; reaction	<->	1	ECrel
IL6R	JAK2		0	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibite; input	<-	1	PPrel
IL6R	TSLP		0	PPrel: activated by	<-	1	PPrel
IL6ST	JAK2		0	PPrel: activation; PPrel: binding/association; catalyze; catalyzed by; complex; inhibite; input; reaction	<-	1	ECrel
IL6ST	STAT5A		0	activate; expression regulated by	<->	1	GErel
IL6ST	TSLP		0	PPrel: activated by	<-	1	PPrel
IMPAD1	MTM1		0	ECrel: compound	-	1	ECrel
IMPAD1	PLCB4		0	ECrel: compound	-	1	ECrel
ING2	TP53		0	complex; input	-	1	PPrel
INSR	NFIC		0	expression regulated by	<-	1	GErel
INSR	PDGFD		0	PPrel: activated by	<-	1	PPrel
INSR	PLCB4		0	PPrel: activation	->	1	PPrel
INSR	PRKCB		0	PPrel: inhibited by, phosphorylated by	|-	1	PPrel
INSR	SH2B3		0	predicted	-	0.97	predicted
INSR	SNX9		0	predicted	-	0.97	predicted
INSR	SOCS1		0	PPrel: inhibited by; PPrel: inhibited by, dephosphorylation	|-	1	PPrel
INTS6	POU2F2		0	catalyzed by; complex; input	<-	1	PPrel
INTS6	SNAPC5		0	catalyzed by; complex; input	<-	1	PPrel
IQGAP1	PPP1R9B		0	predicted	-	0.64	predicted
IQGAP1	PTPRM		0	predicted	-	0.64	predicted
IQGAP1	RHOB		0	predicted	-	0.97	predicted
IQGAP1	SP100		0	predicted	-	0.65	predicted
IQGAP1	TP53		0	predicted	-	0.64	predicted
IQGAP1	WASL		0	predicted	-	0.77	predicted
IREB2	YBX1		0	predicted	-	0.64	predicted
IRF8	KLF7		0	predicted	-	0.54	predicted
IRF8	MEF2D		0	predicted	-	0.54	predicted
IRF8	NR3C1		0	predicted	-	0.64	predicted
IRF8	PBX3		0	expression regulated by	<-	1	GErel
IRF8	SP100		0	predicted	-	0.64	predicted
IRF8	ZBTB17		0	complex; input	-	1	PPrel
IRF8	PLD4		0	predicted	-	0.54	predicted
IRF9	OAS2	B	1	GErel: expression	->	1	GErel
IRF9	STAT5A		0	PPrel: binding/association	-	1	PPrel
IRF9	TNFRSF11A		0	activated by; inhibit	<-|	1	PPrel
ITCH	PSMB1		0	catalyzed by	<-	1	PPrel
ITCH	TAX1BP1		0	predicted	-	0.99	predicted
ITCH	TP53		0	predicted	-	0.64	predicted
ITGB3	LAMA4		0	PPrel: activated by; complex; input	<-	1	PPrel
ITGB3	NCL		0	complex; input	-	1	PPrel
ITGB3	NID1		0	predicted	-	0.64	predicted
ITGB3	PLCB4		0	PPrel: activation, indirect effect	->	1	PPrel
ITGB3	PRKCB		0	PPrel: binding/association	-	1	PPrel
ITGB3	PTK2		0	PPrel: activation; activate; catalyze; catalyzed by; complex; input	<->	1	PPrel
ITGB3	SHB		0	catalyze; catalyzed by	<->	1	PPrel
ITGB3	SPARC		0	predicted	-	0.54	predicted
ITGB3	VASP		0	PPrel: binding/association	-	1	PPrel
ITGB3	VCL		0	complex; input	-	1	PPrel
ITGB3	WASL		0	predicted	-	0.54	predicted
ITGB3	TGFBI		0	complex; input	-	1	PPrel
ITGB5	LAMA4		0	PPrel: activated by	<-	1	PPrel
ITGB5	MYH11		0	catalyzed by; complex; input	<-	1	PPrel
ITGB5	MYL10		0	catalyzed by; complex; input	<-	1	PPrel
ITGB5	MYL12A		0	catalyzed by; complex; input	<-	1	PPrel
ITGB5	MYL9		0	catalyzed by; complex; input	<-	1	PPrel
ITGB5	PRKCB		0	PPrel: binding/association	-	1	PPrel
ITGB5	PTK2		0	PPrel: activation; catalyzed by; complex; input	<->	1	PPrel
ITGB5	VASP		0	PPrel: binding/association	-	1	PPrel
ITGB5	VCL		0	complex; input	-	1	PPrel
ITPR1	ITPR2		0	reaction	-	1	ECrel
ITPR1	PLCB4		0	PPrel: compound; PPrel: compound, activated	<-	1	PPrel
ITPR1	PRKCB		0	PPrel: compound	-	1	PPrel
ITPR1	SLC8A1		0	predicted	-	0.54	predicted
ITPR2	PLCB4		0	PPrel: compound; PPrel: compound, activated	<-	1	PPrel
ITPR2	PRKCB		0	PPrel: compound	-	1	PPrel
JAK2	MAP2K5		0	activate	->	1	PPrel
JAK2	MYLK		0	activated by	<-	1	PPrel
JAK2	NFKB2		0	activate	->	1	PPrel
JAK2	PIR		0	complex	-	1	PPrel
JAK2	PRKCB		0	activated by	<-	1	PPrel
JAK2	PTEN		0	activated by	<-	1	PPrel
JAK2	PTK2		0	PPrel: activation; activate	->	1	PPrel
JAK2	SH2B3		0	complex; inhibited by; input	|-	1	PPrel
JAK2	SOCS1		0	PPrel: inhibited by; PPrel: inhibited, binding/association; activate; complex; inhibited by; input; reaction	|->	1	ECrel
JAK2	STAT5A		0	PPrel: activation; PPrel: activation, phosphorylation; activate; complex; input	->	1	PPrel
JAK2	VAV2		0	activate	->	1	PPrel
JAK2	VHL		0	predicted	-	0.64	predicted
JARID2	RBBP4		0	complex	-	1	PPrel
JARID2	RBL1		0	predicted	-	0.54	predicted
KANK2	PAX6		0	predicted	-	0.64	predicted
KANK2	PSEN1		0	predicted	-	0.64	predicted
KANK2	TAX1BP1		0	predicted	-	0.64	predicted
KANK2	TRAF4		0	predicted	-	0.64	predicted
KAT6A	KMT2A		0	predicted	-	0.64	predicted
KAT6A	RUNX2		0	predicted	-	0.64	predicted
KAT6A	TP53		0	complex; input	-	1	PPrel
KDM5D	UTY		0	predicted	-	0.92	predicted
KLF5	RARA		0	expression regulated by	<-	1	GErel
KLF5	ZBTB17		0	predicted	-	0.98	predicted
KMT2A	NR3C1		0	predicted	-	0.98	predicted
KRT23	NCOA3		0	GErel: expression by	<-	1	GErel
L3MBTL1	RBL1		0	predicted	-	0.64	predicted
L3MBTL1	SETD7		0	predicted	-	0.64	predicted
L3MBTL1	TP53		0	complex; input	-	1	PPrel
LAMA4	NID1		0	complex; input	-	1	PPrel
LAMA4	PTK2		0	PPrel: activation	->	1	PPrel
LGR4	TNFRSF19		0	predicted	-	0.64	predicted
LIG4	TP53		0	expression regulated by	<-	1	GErel
LIMD1	PSMB1		0	catalyzed by	<-	1	PPrel
LIMD1	RARA		0	predicted	-	0.64	predicted
LIMD1	VHL		0	complex	-	1	PPrel
LIN37	RBBP4		0	complex	-	1	PPrel
LIN37	RBL1		0	reaction	-	1	ECrel
LIN37	TFDP2		0	activated by; complex; input; reaction	<-	1	ECrel
LY9	MEF2C		0	expression regulated by	<-	1	GErel
LY9	SLAMF6		0	predicted	-	0.54	predicted
LZTS1	ZNF3		0	predicted	-	0.64	predicted
MAML2	TFDP2		0	reaction	-	1	ECrel
MAP2K5	MEF2C		0	predicted	-	0.64	predicted
MAPK12	MEF2A		0	catalyze; complex; input	->	1	PPrel
MAPK12	MEF2C		0	PPrel: phosphorylation; catalyze; complex; input	->	1	PPrel
MAPK12	NCOA3		0	PPrel: activation, phosphorylation	->	1	PPrel
MAPK12	PRKCB		0	PPrel: activated, phosphorylation, indirect effect	<-	1	PPrel
MAPK12	PTK2		0	PPrel: activated by	<-	1	PPrel
MAPK12	PTPN7		0	PPrel: inhibited by, dephosphorylation; interaction	|-	1	PPrel
MAPK12	RPS6KA4		0	PPrel: indirect effect; PPrel: phosphorylation	->	1	PPrel
MAPK12	TP53		0	PPrel: activation, phosphorylation; PPrel: phosphorylation; catalyze	->	1	PPrel
ME1	PPARA		0	GErel: expression by	<-	1	GErel
MECOM	RBBP4		0	reaction	-	1	ECrel
MECOM	SMARCA4		0	predicted	-	0.64	predicted
MECOM	TP53		0	activated by; inhibite	<-|	1	PPrel
MECOM	TP53BP1		0	predicted	-	0.64	predicted
MED31	NCOA3		0	complex; input	-	1	PPrel
MED31	PPARA		0	reaction	-	1	ECrel
MED31	WNT10B		0	activate; inhibited by	|->	1	PPrel
MEF2A	MEF2C		0	expression regulated by	<-	1	GErel
MEF2A	MEF2D		0	predicted	-	0.98	predicted
MEF2A	NCL		0	expression regulates	->	1	GErel
MEF2A	NCOA3		0	expression regulates	->	1	GErel
MEF2A	POU2F2		0	expression regulates	->	1	GErel
MEF2A	TRAF3		0	expression regulates	->	1	GErel
MEF2C	MRTFA		0	predicted	-	0.54	predicted
MEF2C	MTDH		0	predicted	-	0.54	predicted
MEF2C	NCL		0	expression regulates	->	1	GErel
MEF2C	NCOA3		0	activated by; predicted	<-	1	PPrel
MEF2C	NR3C1		0	reaction	-	1	ECrel
MEF2C	TRAF3		0	expression regulates	->	1	GErel
MEF2C	RFTN1		0	expression regulates	->	1	GErel
MEF2D	NCOA3		0	activated by	<-	1	PPrel
MIB2	MYLIP		0	catalyze; catalyzed by; input	<->	1	PPrel
MIB2	ZNRF2		0	catalyze; catalyzed by; input	<->	1	PPrel
MIS18BP1	RBBP4		0	complex; input	-	1	PPrel
MIS18BP1	RSF1		0	input	-	1	other
MMP15	NID1		0	catalyze	->	1	PPrel
MRTFA	PBX3		0	expression regulated by	<-	1	GErel
MRTFA	SMARCA4		0	predicted	-	0.54	predicted
MTDH	TAX1BP1		0	predicted	-	0.65	predicted
MTDH	ZBTB16		0	predicted	-	0.64	predicted
MTM1	MTMR12		0	complex; input	-	1	PPrel
MTM1	PLCB4		0	ECrel: compound	-	1	ECrel
MUC20	ST3GAL3		0	catalyzed by	<-	1	PPrel
MYCN	TP53	A	1			0	other
MYCN	ZBTB17		0	predicted	-	0.64	predicted
MYH11	MYL10		0	catalyze; catalyzed by; complex; input	<->	1	PPrel
MYH11	MYL12A		0	catalyze; catalyzed by; complex; input	<->	1	PPrel
MYH11	MYL9		0	catalyze; catalyzed by; complex; input	<->	1	PPrel
MYH11	MYLK		0	catalyzed by	<-	1	PPrel
MYH11	RHOB		0	catalyzed by	<-	1	PPrel
MYH11	VCL		0	catalyze; complex; input	->	1	PPrel
MYL10	MYL12A		0	catalyze; catalyzed by; input	<->	1	PPrel
MYL10	MYL9		0	catalyze; catalyzed by; input	<->	1	PPrel
MYL10	MYLK		0	PPrel: activated by, phosphorylation; PPrel: phosphorylated by; catalyzed by	<-	1	PPrel
MYL10	VCL		0	catalyze; complex; input	->	1	PPrel
MYL12A	MYL9		0	catalyze; catalyzed by; input	<->	1	PPrel
MYL12A	MYLK		0	PPrel: activated by, phosphorylation; PPrel: phosphorylated by; catalyzed by	<-	1	PPrel
MYL12A	VCL		0	catalyze; complex; input	->	1	PPrel
MYL9	MYLK		0	PPrel: activated by, phosphorylation; PPrel: phosphorylated by; catalyzed by	<-	1	PPrel
MYL9	RHOB		0	catalyzed by	<-	1	PPrel
MYL9	TAGLN		0	predicted	-	0.59	predicted
MYL9	VCL		0	catalyze; complex; input	->	1	PPrel
MYLIP	ZBTB16		0	predicted	-	0.64	predicted
MYLIP	ZNRF2		0	catalyze; catalyzed by; input	<->	1	PPrel
NBAS	TMED10		0	complex; input	-	1	PPrel
NBAS	UVRAG		0	predicted	-	0.64	predicted
NBN	RAD51D		0	complex; input	-	1	PPrel
NBN	SMC3		0	activate	->	1	PPrel
NBN	SP100		0	predicted	-	0.64	predicted
NBN	TP53		0	catalyze	->	1	PPrel
NBN	TP53BP1		0	complex; input	-	1	PPrel
NCKIPSD	PTK2		0	catalyzed by	<-	1	PPrel
NCKIPSD	WASL		0	complex; input	-	1	PPrel
NCL	POU2F2		0	expression regulated by	<-	1	GErel
NCL	SFPQ		0	predicted	-	0.92	predicted
NCOA3	NR3C1		0	activate; complex; input; predicted	->	1	PPrel
NCOA3	NR5A2		0	complex; input	-	1	PPrel
NCOA3	PAX6		0	complex; input	-	1	PPrel
NCOA3	POU2F2		0	expression regulated by	<-	1	GErel
NCOA3	PPARA		0	reaction	-	1	ECrel
NCOA3	PTEN		0	predicted	-	0.64	predicted
NCOA3	RARA		0	GErel: expression; complex; expression regulated by; input	<->	1	GErel
NCOA3	RBBP4		0	input	-	1	other
NCOA3	SMC3		0	reaction	-	1	ECrel
NCOA3	STAT5A		0	complex; input; predicted	-	1	PPrel
NCOA3	TAX1BP1		0	predicted	-	0.77	predicted
NCOA3	TP53		0	predicted	-	0.64	predicted
NCOA3	WNT10B		0	activate; inhibited by	|->	1	PPrel
NET1	RHOB		0	catalyze	->	1	PPrel
NFIC	NR3C1		0	expression regulates	->	1	GErel
NFIC	PGK1		0	expression regulates	->	1	GErel
NFIC	PIR		0	expression regulates	->	1	GErel
NFIC	POLR3G		0	activate	->	1	PPrel
NFIC	TP53	A	1	expression regulated by; expression regulates	<->	1	GErel
NFKB2	PSMB1		0	catalyzed by	<-	1	PPrel
NFKB2	RARA	B	-1			0	other
NFKB2	SFPQ		0	predicted	-	0.64	predicted
NFKB2	TRAF3		0	GErel: expression	->	1	GErel
NFKB2	TRAF4		0	GErel: expression	->	1	GErel
NIPBL	SMC3		0	complex; input	-	1	PPrel
NKX3-1	NR3C1		0	predicted	-	0.64	predicted
NOC2L	TP53		0	complex; input	-	1	PPrel
NR3C1	CALD1	A	1			0	other
NR3C1	RARA		0	expression regulates	->	1	GErel
NR3C1	RHOB		0	expression regulates	->	1	GErel
NR3C1	RUNX2		0	activated by; inhibit	<-|	1	PPrel
NR3C1	SCNN1A	A	1			0	other
NR3C1	SMARCA2		0	predicted	-	0.98	predicted
NR3C1	SMARCA4		0	complex; inhibit; input	-|	1	PPrel
NR3C1	STAT5A		0	predicted	-	0.54	predicted
NR3C1	TMF1		0	predicted	-	0.64	predicted
NR3C1	TP53		0	activated by; complex; inhibit; input	<-|	1	PPrel
NR3C1	TP53BP1		0	predicted	-	0.64	predicted
NR3C1	YWHAH		0	predicted	-	0.64	predicted
NR5A2	PGK1		0	predicted	-	0.56	predicted
NR5A2	YWHAH		0	predicted	-	0.56	predicted
NRGN	PRKCB		0	predicted	-	0.64	predicted
OCLN	PRKCB		0	predicted	-	0.64	predicted
OMD	ST3GAL3		0	catalyzed by	<-	1	PPrel
OMD	ST3GAL6		0	catalyzed by	<-	1	PPrel
PARD6G	PTEN		0	PPrel: binding/association	-	1	PPrel
PAX6	RARA		0	complex; input	-	1	PPrel
PAX6	RBBP4		0	input	-	1	other
PAX6	SMARCA4		0	predicted	-	0.54	predicted
PBX3	POU2F2		0	expression regulates	->	1	GErel
PBX3	SMARCA2		0	expression regulates	->	1	GErel
PBX3	TP53BP1		0	expression regulates	->	1	GErel
PCDH10	PCDH9		0	input	-	1	other
PGK1	PSMB1		0	predicted	-	0.58	predicted
PICALM	SNX9		0	complex; input	-	1	PPrel
PICALM	VAMP2		0	complex; input	-	1	PPrel
PICALM	WASL		0	complex; input	-	1	PPrel
PIM1	SMARCA2		0	reaction	-	1	ECrel
PIM1	STAT5A		0	GErel: expression by; expression regulated by	<-	1	GErel
PKP4	PSEN1		0	predicted	-	0.64	predicted
PLCB4	PRKCB		0	PPrel: compound; PPrel: compound, activation; PPrel: compound, activation, indirect effect	->	1	PPrel
PLCB4	PTEN		0	ECrel: compound	-	1	ECrel
POLR3G	SNAPC5		0	complex; input	-	1	PPrel
POU2F2	SNAPC5		0	complex; input	-	1	PPrel
POU2F2	TET2		0	expression regulates	->	1	GErel
PPARA	PRMT2		0	predicted	-	0.64	predicted
PPARA	STAT5A		0	predicted	-	0.54	predicted
PPARA	SLC27A1		0	GErel: expression	->	1	GErel
PPP1R9B	RGS9		0	predicted	-	0.54	predicted
PREX1	PTEN		0	inhibited by	|-	1	other
PREX1	RHOB		0	catalyze	->	1	PPrel
PRKCB	PRKD3		0	PPrel: activation; PPrel: phosphorylation, indirect effect	->	1	PPrel
PRKCB	PTK2		0	PPrel: activation, phosphorylation; PPrel: indirect effect	->	1	PPrel
PRKCB	RRAS2		0	PPrel: phosphorylation	->	1	PPrel
PRKCB	STAT5A		0	activate; catalyzed by	<->	1	PPrel
PRKCB	TRPV4		0	PPrel: activation, phosphorylation	->	1	PPrel
PRKD3	STAT5A		0	catalyzed by	<-	1	PPrel
PRMT2	RARA		0	predicted	-	0.64	predicted
PRMT2	RBL1		0	predicted	-	0.54	predicted
PSEN1	PSEN2		0	complex; input	-	1	PPrel
PSEN1	TMED10		0	predicted	-	0.58	predicted
PSEN1	YBX1		0	catalyze	->	1	PPrel
PSEN1	SYN1		0	predicted	-	0.54	predicted
PSEN2	YBX1		0	catalyze	->	1	PPrel
PSMB1	PTEN		0	catalyze	->	1	PPrel
PSMB1	RUNX2		0	catalyze	->	1	PPrel
PSMB1	TNFRSF11A		0	catalyze	->	1	PPrel
PSMB1	TP53		0	catalyze	->	1	PPrel
PSMB1	TRAF3		0	catalyze	->	1	PPrel
PSMB1	VHL		0	catalyze	->	1	PPrel
PTEN	PTK2		0	PPrel: inhibition, dephosphorylation	-|	1	PPrel
PTEN	SETX		0	predicted	-	0.64	predicted
PTEN	TP53		0	GErel: expression by; expression regulated by	<-	1	GErel
PTK2	SHB		0	complex; input	-	1	PPrel
PTK2	SPTBN2		0	catalyze; complex; input	->	1	PPrel
PTK2	SPTBN4		0	catalyze; complex; input	->	1	PPrel
PTK2	TP53		0	predicted	-	0.64	predicted
PTK2	VAV2		0	catalyze	->	1	PPrel
PTK2	VCL		0	catalyze; complex; input	->	1	PPrel
PTK2	WASL		0	activate; catalyze; complex; input	->	1	PPrel
RAB2A	RAB2B		0	predicted	-	0.97	predicted
RAD51D	SFPQ		0	predicted	-	0.54	predicted
RANBP9	TP53		0	predicted	-	0.64	predicted
RARA	RBBP4		0	complex	-	1	PPrel
RARA	RPS4Y1		0	predicted	-	0.54	predicted
RARA	SERPINF1		0	expression regulates	->	1	GErel
RARA	SFPQ		0	predicted	-	0.54	predicted
RARA	TRIM24		0	predicted	-	0.99	predicted
RARA	YWHAH		0	predicted	-	0.54	predicted
RARA	ZBTB16		0	GErel: expression	->	1	GErel
RASGRP3	RRAS2		0	PPrel: activation	->	1	PPrel
RBBP4	RBL1		0	predicted; reaction	-	1	ECrel
RBBP4	RSF1		0	input	-	1	other
RBBP4	SMARCA2		0	predicted	-	0.64	predicted
RBBP4	TAF1B		0	activate	->	1	PPrel
RBBP4	TFDP2		0	activated by; complex; input; reaction	<-	1	ECrel
RBBP4	TP53		0	activated by; inhibite	<-|	1	PPrel
RBBP4	UBTF		0	activate	->	1	PPrel
RBBP4	VHL		0	predicted	-	0.64	predicted
RBL1	SMARCA2		0	predicted	-	0.56	predicted
RBL1	SMARCA4		0	predicted	-	0.54	predicted
RBL1	TFDP2		0	PPrel: dissociation; activated by; complex; inhibit; input; reaction	<-|	1	ECrel
RHOB	RTKN		0	complex; input	-	1	PPrel
RHOB	SRGAP2		0	catalyzed by	<-	1	PPrel
RHOB	VAV2		0	catalyzed by	<-	1	PPrel
RHOB	VCL		0	predicted	-	0.56	predicted
RHOB	STARD8		0	catalyzed by	<-	1	PPrel
RPL37A	RPS4Y1		0	catalyze; catalyzed by; complex; input	<->	1	PPrel
RTKN	SRGAP2		0	predicted	-	0.64	predicted
RUNX2	UBTF		0	predicted	-	0.99	predicted
SCN1B	SPTBN2		0	complex; input	-	1	PPrel
SCN1B	SPTBN4		0	complex; input	-	1	PPrel
SCNN1A	WNK2		0	activated by	<-	1	PPrel
SETD7	TP53		0	activate	->	1	PPrel
SFPQ	SMARCA2		0	predicted	-	1	predicted
SFPQ	SRSF11		0	predicted	-	1	predicted
SFPQ	TPR		0	predicted	-	0.98	predicted
SH3KBP1	SNX9		0	complex; input	-	1	PPrel
SH3KBP1	WASL		0	complex; input	-	1	PPrel
SHB	VAV2		0	catalyze	->	1	PPrel
SIKE1	TRAF3		0	input	-	1	other
SLC40A1	STAT5A		0	predicted	-	0.54	predicted
SLC7A11	TP53		0	GErel: repressed by	|-	1	GErel
SMARCA4	TP53		0	inhibited by	|-	1	other
SMC3	SMC5		0	catalyzed by	<-	1	PPrel
SMC3	TAOK1		0	complex; input	-	1	PPrel
SMC3	TP53BP1		0	activated by	<-	1	PPrel
SNX8	SNX9		0	predicted	-	0.98	predicted
SNX9	VAMP2		0	complex; input	-	1	PPrel
SNX9	WASL		0	PPrel: activation, indirect effect; complex; input	->	1	PPrel
SOCS1	STAT5A		0	GErel: expression by; PPrel: inhibition; inhibit; reaction	<-|	1	GErel
SOCS1	VHL		0	predicted	-	0.64	predicted
SP100	TPR		0	catalyzed by	<-	1	PPrel
SPTBN2	TMED10		0	complex; input	-	1	PPrel
SPTBN4	TMED10		0	complex; input	-	1	PPrel
SRGAP2	SRGAP2C		0	predicted	-	0.98	predicted
SRSF11	THOC2		0	complex; input	-	1	PPrel
SRSF11	TPR		0	activated by; input	<-	1	PPrel
SRSF11	YBX1		0	complex; input	-	1	PPrel
STAT5A	IL6ST	A	1			0	other
STAT5A	PIM1	A	1			0	other
STAT5A	TP53		0	predicted	-	0.54	predicted
STK24	VAV2		0	predicted	-	0.64	predicted
STX16	STX6		0	complex	-	1	PPrel
STX16	STX7		0	predicted	-	0.99	predicted
STX16	TMF1		0	complex; input	-	1	PPrel
STX16	VAMP2		0	predicted	-	0.99	predicted
STX16	YWHAH		0	predicted	-	0.56	predicted
STX6	STX7		0	predicted	-	0.97	predicted
STX6	TMF1		0	complex; input	-	1	PPrel
STX7	VAMP2		0	predicted	-	1	predicted
STX7	YWHAH		0	predicted	-	0.56	predicted
TAF1B	TWISTNB		0	complex; input	-	1	PPrel
TAF1B	UBTF		0	complex; input	-	1	PPrel
TAX1BP1	TRAF4		0	predicted	-	0.64	predicted
TBC1D22B	YWHAH		0	predicted	-	0.64	predicted
TET2	YBX1		0	predicted	-	0.54	predicted
TFDP2	TP53		0	complex; input	-	1	PPrel
THOC2	TPR		0	activated by; input	<-	1	PPrel
TNFRSF10A	TP53		0	GErel: expression by; expression regulated by	<-	1	GErel
TNFRSF11A	TRAF3		0	complex; input; predicted; reaction	-	1	ECrel
TP53	ACTA2	A	1			0	other
TP53	APAF1	A	1			0	other
TP53	CD82	A	1			0	other
TP53	HGF	A	1			0	other
TP53	JAK2	A	1			0	other
TP53	PTEN	A	-1			0	other
TP53	TNFRSF10A	A	1			0	other
TP53	TP53BP1		0	predicted	-	0.99	predicted
TP53	TRIM24		0	predicted	-	0.99	predicted
TP53	VASP		0	predicted	-	0.64	predicted
TP53	VHL		0	predicted	-	0.64	predicted
TP53	YBX1		0	predicted	-	0.99	predicted
TP53	YWHAH		0	predicted	-	0.54	predicted
TP53	ZMAT3	A	1	GErel: expression	->	1	GErel
TRAF4	ZBTB16		0	predicted	-	0.64	predicted
TWISTNB	UBTF		0	complex; input	-	1	PPrel
UBE2J2	VAMP2		0	catalyze; catalyzed by; input	<->	1	PPrel
USP1	WDR48		0	complex	-	1	PPrel
USP12	WDR48		0	complex	-	1	PPrel
VAMP2	WASL		0	complex; input	-	1	PPrel
VAMP2	YWHAH		0	activated by	<-	1	PPrel
VAMP2	WDFY2		0	predicted	-	0.77	predicted
VASP	VCL		0	complex; input	-	1	PPrel
VASP	ZYX		0	activated by	<-	1	PPrel
VCL	WASL		0	PPrel: binding/association	-	1	PPrel
