Gene	logFC	P.Value	nes	pval	Eigen_centrality	Eigen_directed_centrality	Eigen_reverse_centrality	Page_rank	page_rank_directed	Page_rank_reverse	TF
EDEM3	0.386481799916989	0.0861271762822601	0	1	0	0	0	0	0	0	FALSE
EDF1	0.132491514423343	0.544333759444483	0	1	0	0	0	0	0	0	FALSE
EDIL3	0.0187861970523624	0.817493784518361	0	1	0	0	0	0	0	0	FALSE
EDN1	0.0499075778261933	0.515363289103352	0	1	0	0	0	0	0	0	FALSE
EDN2	-0.317507513340965	0.13421618343631	0	1	0	0	0	0	0	0	FALSE
EDN3	-0.199273836991126	0.295431775099637	0	1	0	0	0	0	0	0	FALSE
EDNRA	-0.116491876464398	0.210999934498285	0	1	0	0	0	0	0	0	FALSE
EDNRB	0.730375535311389	0.0735192297103927	0	1	0	0	0	0	0	0	FALSE
EDNRB-AS1	0.0658866847202626	0.388183981839743	0	1	0	0	0	0	0	0	FALSE
EDRF1	0.516575828140091	0.0448653237741471	0	1	0	0	0	0	0	0	FALSE
EEA1	-0.226697816776796	0.554983660650821	0	1	0	0	0	0	0	0	FALSE
EED	-0.394956362609731	0.0393900006655816	0	1	0	0	0	0	0	0	FALSE
EEF1A1	-0.248973227704245	0.0940018291381816	0	1	0	0	0	0	0	0	FALSE
EEF1A2	0.0441651986974274	0.857732646085256	0	1	0	0	0	0	0	0	FALSE
EEF1B2; SNORA41	0.0671012420584529	0.674927124862666	0	1	0	0	0	0	0	0	FALSE
EEF1D	0.192120720084787	0.00422797015196837	0	1	0	0	0	0	0	0	FALSE
EEF1E1	-0.21731639163765	0.51675974996517	0	1	0	0	0	0	0	0	FALSE
EEF1E1-BLOC1S5; BLOC1S5	-0.20136337108025	0.455537086702945	0	1	0	0	0	0	0	0	FALSE
EEF2	0.175512970387395	0.482401635243987	0	1	0	0	0	0	0	0	FALSE
EEF2K; LOC101930123	-0.0597223586329174	0.376905983286139	0	1	0	0	0	0	0	0	FALSE
EEF2KMT	-0.0781647561582437	0.201395989994331	0	1	0	0	0	0	0	0	FALSE
EEFSEC	-0.0699160469314446	0.572898588655211	0	1	0	0	0	0	0	0	FALSE
EEPD1	0.104855541094407	0.249581349945075	0	1	0	0	0	0	0	0	FALSE
EFCAB1	-0.0669305986961792	0.783870274952821	0	1	0	0	0	0	0	0	FALSE
EFCAB11	-0.0530815097171304	0.443501868183592	0	1	0	0	0	0	0	0	FALSE
EFCAB12	0.0929251099603154	0.695705560961243	0	1	0	0	0	0	0	0	FALSE
EFCAB13	0.271600657312741	0.0492380637921815	0	1	0	0	0	0	0	0	FALSE
EFCAB14	-0.321615626328598	0.0238575554612357	0	1	0	0	0	0	0	0	FALSE
EFCAB2	0.236551198715477	0.30251771789753	0	1	0	0	0	0	0	0	FALSE
EFCAB3; LOC102724660	-0.0946570790685408	0.239814376008505	0	1	0	0	0	0	0	0	FALSE
EFCAB5	0.0308454647251674	0.898733625925797	0	1	0	0	0	0	0	0	FALSE
EFCAB6	-0.18424535253782	0.23333296392649	0	1	0	0	0	0	0	0	FALSE
EFCAB7	0.0403992835678704	0.871867070969105	0	1	0	0	0	0	0	0	FALSE
EFCC1	-0.0531467103581047	0.462860109793798	0	1	0	0	0	0	0	0	FALSE
EFEMP1	-0.154056169411651	0.618482460595631	0	1	0	0	0	0	0	0	FALSE
EFEMP2	-0.625200807045997	0.062008017538677	0	1	0	0	0	0	0	0	FALSE
EFHB	-0.336718926068647	0.184172495481835	0	1	0	0	0	0	0	0	FALSE
EFHC1	0.138947734853627	0.481906514374535	0	1	0	0	0	0	0	0	FALSE
EFHC2	-0.415010222006334	0.0760412247169659	0	1	0	0	0	0	0	0	FALSE
EFHD1	-0.102422923636836	0.577964709612741	0	1	0	0	0	0	0	0	FALSE
EFHD2	0.13288266611019	0.639102204245127	0	1	0	0	0	0	0	0	FALSE
EFNA1	0.0317466187229718	0.842908814909265	0	1	0	0	0	0	0	0	FALSE
EFNA2	0.0441007322670552	0.697563761455094	0	1	0	0	0	0	0	0	FALSE
EFNA3	0.396584792820996	0.0312120804856762	0	1	0	0	0	0	0	0	FALSE
EFNA4	-0.212684061794665	0.389935065934321	0	1	0	0	0	0	0	0	FALSE
EFNA5	0.386090067180526	0.0783809658055067	0	1	0	0	0	0	0	0	FALSE
EFNB1	-0.573468399388382	0.00223607691247616	0	1	0	0	0	0	0	0	FALSE
EFNB2	-0.0413721229237209	0.608510185408692	0	1	0	0	0	0	0	0	FALSE
EFNB3	0.0394669041343763	0.676397789197463	0	1	0	0	0	0	0	0	FALSE
EFR3A	0.335605457144256	0.198877998398661	0	1	0	0	0	0	0	0	FALSE
EFR3B	0.0195231750860669	0.763621922456202	0	1	0	0	0	0	0	0	FALSE
EFS	-0.0150181046503715	0.864824873206037	0	1	0	0	0	0	0	0	FALSE
EFTUD1	-0.07664946313953	0.365973915571272	0	1	0	0	0	0	0	0	FALSE
EFTUD2	-0.397247542740241	0.0434047813326762	0	1	0	0	0	0	0	0	FALSE
EGF	-0.0103683286166563	0.916645303412528	0	1	0	0	0	0	0	0	FALSE
EGFEM1P	0.237947061638203	0.0155916478470033	0	1	0	0	0	0	0	0	FALSE
EGFL6	-0.459968019709605	0.0495663837673999	0	1	0	0	0	0	0	0	FALSE
EGFL7	-0.0226377864142953	0.951033923719738	0	1	0	0	0	0	0	0	FALSE
EGFL8; PPT2-EGFL8; PPT2	-0.0207913123192879	0.910663619497548	0	1	0	0	0	0	0	0	FALSE
EGFLAM	-0.508070958108561	0.000740418479586058	0	1	0	0	0	0	0	0	FALSE
EGFLAM-AS2	0.0279371365845549	0.838226502046179	0	1	0	0	0	0	0	0	FALSE
EGFLAM-AS4	0.0286517654331839	0.809667509979684	0	1	0	0	0	0	0	0	FALSE
EGFR	-0.256112620645021	0.28641731869729	0	1	0	0	0	0	0	0	FALSE
EGLN1	0.0557374848540531	0.82237987243153	0	1	0	0	0	0	0	0	FALSE
EGLN2	0.157835522397924	0.214666695372494	0	1	0	0	0	0	0	0	FALSE
EGLN3	0.140957875368229	0.59184640375287	0	1	0	0	0	0	0	0	FALSE
EGOT	0.297944905902701	0.152731992995997	0	1	0	0	0	0	0	0	FALSE
EGR1	0.105472204997317	0.63954014668537	0.273565945023701	0.784418207850607	0	0	0	0	0	0	TRUE
EGR2	-0.194586196006513	0.32872382195474	0	1	0	0	0	0	0	0	FALSE
EGR3	-0.341190508236774	0.0638482682210066	0	1	0	0	0	0	0	0	FALSE
EGR4	0.146888467803257	0.46627759056727	0	1	0	0	0	0	0	0	FALSE
EHBP1	-0.0718778820692716	0.329803831937291	0	1	0	0	0	0	0	0	FALSE
EHBP1L1	-0.024244713282815	0.746725475623369	0	1	0	0	0	0	0	0	FALSE
EHD1	0.15462596051548	0.589609649301962	0	1	0	0	0	0	0	0	FALSE
EHD2	-0.0373757032077258	0.853555092514371	0	1	0	0	0	0	0	0	FALSE
EHD3	0.0303909561934126	0.764521488308314	0	1	0	0	0	0	0	0	FALSE
EHD4	0.0104031986186799	0.897247169614832	0	1	0	0	0	0	0	0	FALSE
EHF	-0.274677273850338	0.0515228313506339	0	1	0	0	0	0	0	0	FALSE
EHHADH	-0.467546702554521	0.201872976466209	0	1	0	0	0	0	0	0	FALSE
EHMT1	-0.108586027765893	0.197499825437778	0	1	0	0	0	0	0	0	FALSE
EHMT1-IT1	-0.117538167391627	0.0545765476103066	0	1	0	0	0	0	0	0	FALSE
EHMT2	-0.323609657842484	0.202426548177555	0	1	0	0	0	0	0	0	FALSE
EI24	0.202317483776124	0.306993499152871	0	1	0	0	0	0	0	0	FALSE
EID1	-0.0609253798304588	0.736311850095003	0	1	0	0	0	0	0	0	FALSE
EID2	0.126326962904762	0.637277965048041	0	1	0	0	0	0	0	0	FALSE
EID2B	-0.128554526233377	0.37090399910074	0	1	0	0	0	0	0	0	FALSE
EID3	-0.0600875455107053	0.363247010038282	0	1	0	0	0	0	0	0	FALSE
EIF1	0.0989271351307894	0.777417437333242	0	1	0	0	0	0	0	0	FALSE
EIF1AD	0.0135815782009301	0.867702155378849	0	1	0	0	0	0	0	0	FALSE
EIF1AX	-0.146315849497622	0.262513945257345	0	1	0	0	0	0	0	0	FALSE
EIF1AY	-0.119815109722339	0.663355855687449	0	1	0	0	0	0	0	0	FALSE
EIF1B	-0.404222768265983	0.122329617994126	0	1	0	0	0	0	0	0	FALSE
EIF1B-AS1	-0.493873514787505	0.0202646238821455	0	1	0	0	0	0	0	0	FALSE
EIF2A	0.319956268614898	0.0357034849722261	0	1	0	0	0	0	0	0	FALSE
EIF2AK1	-0.166271406910189	0.496045289704089	0	1	0	0	0	0	0	0	FALSE
EIF2AK2	0.0836897187313088	0.304144809818741	0	1	0	0	0	0	0	0	FALSE
EIF2AK3	0.0708683400088583	0.821851645980715	0	1	0	0	0	0	0	0	FALSE
EIF2AK4	0.428635877786205	0.000488363297421609	0	1	0	0	0	0	0	0	FALSE
EIF2B1	-0.289666193433508	0.33390610480581	0	1	0	0	0	0	0	0	FALSE
EIF2B2	-0.0262650262822399	0.667996502677602	0	1	0	0	0	0	0	0	FALSE
EIF2B3	0.0802811659685572	0.7976771864013	0	1	0	0	0	0	0	0	FALSE
EIF2B4	-0.111631136796715	0.625434505090182	0	1	0	0	0	0	0	0	FALSE
EIF2B5	-0.0335866863891559	0.79235023222934	0	1	0	0	0	0	0	0	FALSE
EIF2D	-0.0292752235056579	0.892740328494458	0	1	0	0	0	0	0	0	FALSE
EIF2S1	-0.50109798444633	0.114595087856243	0	1	0	0	0	0	0	0	FALSE
EIF2S2	0.131379367184033	0.504408027871327	0	1	0	0	0	0	0	0	FALSE
EIF2S3	0.0800657002993574	0.815668545543678	0	1	0	0	0	0	0	0	FALSE
EIF3A	-0.0549303532089391	0.780603028224988	0	1	0	0	0	0	0	0	FALSE
EIF3B	0.0634434997811422	0.701076223096208	0	1	0	0	0	0	0	0	FALSE
EIF3C	-0.0241383829643453	0.691064759378929	0	1	0	0	0	0	0	0	FALSE
EIF3C; EIF3CL	0.246940276608761	0.217779190719757	0	1	0	0	0	0	0	0	FALSE
EIF3CL; EIF3C	0.0120101143983264	0.823177784506603	0	1	0	0	0	0	0	0	FALSE
EIF3D	-0.153919972945065	0.604286496467575	0	1	0	0	0	0	0	0	FALSE
EIF3E	-0.381940253126436	0.0767587893426086	0	1	0	0	0	0	0	0	FALSE
EIF3F	0.149883144275303	0.46978493293882	0	1	0	0	0	0	0	0	FALSE
EIF3FP2	0.128286468794542	0.490540264273568	0	1	0	0	0	0	0	0	FALSE
EIF3G	-0.0847516968197515	0.741300975668021	0	1	0	0	0	0	0	0	FALSE
EIF3H	-0.0762046039017017	0.451169474294362	0	1	0	0	0	0	0	0	FALSE
EIF3I	-0.137629174922093	0.374196427239289	0	1	0	0	0	0	0	0	FALSE
EIF3J	-0.327830824844939	0.273739003089058	0	1	0	0	0	0	0	0	FALSE
EIF3J-AS1	-0.145620775645533	0.0161123904766469	0	1	0	0	0	0	0	0	FALSE
EIF3K	-0.0717402266482928	0.772629737768037	0	1	0	0	0	0	0	0	FALSE
EIF3L	-0.177769988613635	0.062087360396613	0	1	0	0	0	0	0	0	FALSE
EIF3M	-0.315491778345667	0.0508094020007386	0	1	0	0	0	0	0	0	FALSE
EIF4A1; SENP3-EIF4A1; SNORA67; SNORA48; SNORD10	-0.57666220312655	0.0379194592231129	0	1	0	0	0	0	0	0	FALSE
EIF4A1; SENP3-EIF4A1; SNORA67; SNORD10; SNORA48	0.112252123708231	0.692269776418283	0	1	0	0	0	0	0	0	FALSE
EIF4A2	-0.192877310275111	0.00313611185875267	0	1	0	0	0	0	0	0	FALSE
EIF4A2; MIR1248; SNORA81; SNORA63; SNORD2; SNORA4	0.519297806272885	0.0613110948159251	0	1	0	0	0	0	0	0	FALSE
EIF4A3	-0.402818661300849	0.12539288615462	0	1	0	0	0	0	0	0	FALSE
EIF4B	-0.29554568306896	0.0415055810407561	0	1	0	0	0	0	0	0	FALSE
EIF4E	0.271849668724246	3.5484071777591e-05	0	1	0	0	0	0	0	0	FALSE
EIF4E2	0.193495757585148	0.429708526553254	0	1	0	0	0	0	0	0	FALSE
EIF4E3	0.048613672313591	0.735326185640889	0	1	0	0	0	0	0	0	FALSE
EIF4EBP1	0.1363135452197	0.0246396905016294	0	1	0	0	0	0	0	0	FALSE
EIF4EBP2	0.150692624291995	0.323440808192165	0	1	0	0	0	0	0	0	FALSE
EIF4EBP3; ANKHD1; ANKHD1-EIF4EBP3	-0.210799645325927	0.0294074179720621	0	1	0	0	0	0	0	0	FALSE
EIF4ENIF1	-0.114261016006418	0.133922172596967	0	1	0	0	0	0	0	0	FALSE
EIF4G1	-0.388483307766856	0.160677398976215	0	1	0	0	0	0	0	0	FALSE
EIF4G2	0.314846962490533	0.00119299267191143	0	1	0	0	0	0	0	0	FALSE
EIF4G3	0.185215599461946	0.0914760537085599	0	1	0	0	0	0	0	0	FALSE
EIF4H	-0.290038974622099	0.215764132181717	0	1	0	0	0	0	0	0	FALSE
EIF5	0.120938333677457	0.686764866159874	0	1	0	0	0	0	0	0	FALSE
EIF5; SNORA28	0.138552800110383	0.384047699113212	0	1	0	0	0	0	0	0	FALSE
EIF5A	-0.109890722500918	0.706582222573596	0	1	0	0	0	0	0	0	FALSE
EIF5A2	-0.187078672837567	0.136753650859919	0	1	0	0	0	0	0	0	FALSE
EIF5B	0.144959230835215	0.00542769471643831	0	1	0	0	0	0	0	0	FALSE
EIF6	-0.346229453395405	0.184135889457843	0	1	0	0	0	0	0	0	FALSE
ELAC1	-0.261061876331625	0.000796111163979965	0	1	0	0	0	0	0	0	FALSE
ELAC2	-0.104405840520491	0.363170858649469	0	1	0	0	0	0	0	0	FALSE
ELANE	0.0827687117117222	0.71753595839851	0	1	0	0	0	0	0	0	FALSE
ELAVL1	-0.292045476809782	0.390722113267903	0	1	0	0	0	0	0	0	FALSE
ELAVL2	0.431308101742161	0.00794941164556476	0	1	0	0	0	0	0	0	FALSE
ELAVL3	0.152382115380987	0.125148402679413	0	1	0	0	0	0	0	0	FALSE
ELAVL4	0.295751380218531	0.0562015951043102	0	1	0	0	0	0	0	0	FALSE
ELF1	0.282699885265057	0.1344693061507	0	1	0	0	0	0	0	0	FALSE
ELF2	-0.205793752197642	0.236325684063079	0	1	0	0	0	0	0	0	FALSE
ELF3	0.000722005167272499	0.993735602942052	0	1	0	0	0	0	0	0	FALSE
ELF4	-0.0751612266537611	0.383668098706964	0	1	0	0	0	0	0	0	FALSE
ELF5	-0.192596941578949	0.0280690423089378	0	1	0	0	0	0	0	0	FALSE
ELFN1	0.0198209452383225	0.782045460051464	0	1	0	0	0	0	0	0	FALSE
ELFN1-AS1	-0.0909953050090531	0.297066126319353	0	1	0	0	0	0	0	0	FALSE
ELFN2	-0.0516451609478699	0.633431976741169	0	1	0	0	0	0	0	0	FALSE
ELK1	-0.283894344026245	0.204896298406844	-0.411625657567395	0.680613822631015	0	0	0	0	0	0	TRUE
ELK2AP	-0.242538389429664	0.0534346198697528	0	1	0	0	0	0	0	0	FALSE
ELK3	-0.451804786618649	0.0776810051847884	0	1	0	0	0	0	0	0	FALSE
ELK4	0.00276031806198507	0.982522227504696	0	1	0	0	0	0	0	0	FALSE
ELL	-0.169821765731384	0.476469894878081	0	1	0	0	0	0	0	0	FALSE
ELL2	0.243854722615635	0.0621698958743375	0	1	0	0	0	0	0	0	FALSE
ELL3	0.167435512763218	0.51533525093221	0	1	0	0	0	0	0	0	FALSE
ELMO1	-0.376717699674153	0.0284341572470281	0	1	0	0	0	0	0	0	FALSE
ELMO2	0.36380701596762	0.0118079351419705	0	1	0	0	0	0	0	0	FALSE
ELMO3	-0.0945033574925969	0.350869269629265	0	1	0	0	0	0	0	0	FALSE
ELMOD1; LOC643923	-0.162992569320319	0.0205773438474354	0	1	0	0	0	0	0	0	FALSE
ELMOD2	0.199061328229204	0.156592905937224	0	1	0	0	0	0	0	0	FALSE
ELMOD3	-0.154166878114081	0.548766479295702	0	1	0	0	0	0	0	0	FALSE
ELMSAN1	0.0285920620378821	0.694901883165426	0	1	0	0	0	0	0	0	FALSE
ELN	0.454306564502755	0.0456437723318593	0	1	0	0	0	0	0	0	FALSE
ELOF1	-0.139464760426028	0.440965076181116	0	1	0	0	0	0	0	0	FALSE
ELOVL2	0.200945940632054	0.0406693019803188	0	1	0	0	0	0	0	0	FALSE
ELOVL2-AS1	-0.118726388244124	0.621322114199728	0	1	0	0	0	0	0	0	FALSE
ELOVL3	0.365873126445873	0.0129830022702603	0	1	0	0	0	0	0	0	FALSE
ELOVL4	-0.155425501136284	0.0530491970644309	0	1	0	0	0	0	0	0	FALSE
ELOVL5	-0.497243406393602	0.000315382365207523	0	1	0	0	0	0	0	0	FALSE
ELOVL6	0.118053003979844	0.419600722722528	0	1	0	0	0	0	0	0	FALSE
ELOVL7	-0.0289697725503588	0.680995912408993	0	1	0	0	0	0	0	0	FALSE
ELP2	0.0366738101331717	0.877748536055047	0	1	0	0	0	0	0	0	FALSE
ELP3	0.226476330632712	0.251848613359684	0	1	0	0	0	0	0	0	FALSE
ELP4	-0.289532050342518	0.00289252104827277	0	1	0	0	0	0	0	0	FALSE
ELP5	-0.0920756997805565	0.631080858483885	0	1	0	0	0	0	0	0	FALSE
ELP6	-0.0187293812473419	0.937154402461123	0	1	0	0	0	0	0	0	FALSE
ELSPBP1	-0.299411340928502	0.274139728925552	0	1	0	0	0	0	0	0	FALSE
EMB	0.000862629501768186	0.994712479741351	0	1	0	0	0	0	0	0	FALSE
EMC1	-0.177868038010709	0.109756062370072	0	1	0	0	0	0	0	0	FALSE
EMC10	0.0987764299979665	0.495447024187274	0	1	0	0	0	0	0	0	FALSE
EMC2	-0.275430609885133	0.17866684512487	0	1	0	0	0	0	0	0	FALSE
EMC3	0.28647750226132	0.0527147339725633	0	1	0	0	0	0	0	0	FALSE
EMC3-AS1	0.046895109402211	0.566305544567701	0	1	0	0	0	0	0	0	FALSE
EMC4	0.181416685042146	0.0124916555137559	0	1	0	0	0	0	0	0	FALSE
EMC6	0.254151813596766	0.12559922186645	0	1	0	0	0	0	0	0	FALSE
EMC7	0.0603455869613967	0.35853798187019	0	1	0	0	0	0	0	0	FALSE
EMC8	-0.0474155559677047	0.669391583626403	0	1	0	0	0	0	0	0	FALSE
EMC9	0.166209777873459	0.102726058396774	0	1	0	0	0	0	0	0	FALSE
EMCN	-0.127470120827082	0.0911535907483616	0	1	0	0	0	0	0	0	FALSE
EMD	-0.143322173105922	0.370296300399347	0	1	0	0	0	0	0	0	FALSE
EME1	0.0719174501694564	0.37285435500259	0	1	0	0	0	0	0	0	FALSE
EME2	-0.133084178563542	0.0647193289638001	0	1	0	0	0	0	0	0	FALSE
EMG1	0.0881631937720445	0.606777922370569	0	1	0	0	0	0	0	0	FALSE
EMID1	-0.0344452619505931	0.715346126738141	0	1	0	0	0	0	0	0	FALSE
EMILIN1	-0.580071379238505	0.0179605441994382	0	1	0	0	0	0	0	0	FALSE
EMILIN2	-0.199258300453298	0.318835713599405	0	1	0	0	0	0	0	0	FALSE
EMILIN3	0.194042685776046	0.379918183880493	0	1	0	0	0	0	0	0	FALSE
EML1	0.336058929830047	0.203894982278383	0	1	0	0	0	0	0	0	FALSE
EML2	-0.223431453752762	0.102840345151275	0	1	0	0	0	0	0	0	FALSE
EML2-AS1	0.0608537336715993	0.569418470924297	0	1	0	0	0	0	0	0	FALSE
EML3	0.0690082920333777	0.508306703195003	0	1	0	0	0	0	0	0	FALSE
EML4	0.451914463195842	0.0923483196013504	0	1	0	0	0	0	0	0	FALSE
EML5	0.0668681716192174	0.480264218404799	0	1	0	0	0	0	0	0	FALSE
EML6	-0.172354007345925	0.188445244234201	0	1	0	0	0	0	0	0	FALSE
EMP1	-0.268991941657503	0.19355253290672	0	1	0	0	0	0	0	0	FALSE
EMP2	-0.698004199331975	2.44093553773504e-05	0	1	0	0	0	0	0	0	FALSE
EMP3	-0.104911085777689	0.647033338017058	0	1	0	0	0	0	0	0	FALSE
EMX1	0.172427597347891	0.26964865115069	0	1	0	0	0	0	0	0	FALSE
EMX2	-0.231799162417033	0.0468498002968655	0	1	0	0	0	0	0	0	FALSE
EMX2OS	-0.0243142495087509	0.787257333834344	0	1	0	0	0	0	0	0	FALSE
EN1	-0.118233986826586	0.483195793265822	0	1	0	0	0	0	0	0	FALSE
EN2	0.373058934305824	0.123351194869646	0	1	0	0	0	0	0	0	FALSE
ENAH	-0.184998836270501	0.161465926774299	0	1	0	0	0	0	0	0	FALSE
ENAM	-0.140061026177203	0.0397577159750458	0	1	0	0	0	0	0	0	FALSE
ENC1	0.0713358123943042	0.563380717561462	0	1	0	0	0	0	0	0	FALSE
ENDOD1	0.196386257547696	0.417307228598719	0	1	0	0	0	0	0	0	FALSE
ENDOG	-0.0472912426009078	0.86613089761186	0	1	0	0	0	0	0	0	FALSE
ENDOU	0.122342915269129	0.581442746900253	0	1	0	0	0	0	0	0	FALSE
ENDOV	-0.11151030594323	0.613921038534873	0	1	0	0	0	0	0	0	FALSE
ENG	0.0483401762140107	0.85646030578557	0	1	0	0	0	0	0	0	FALSE
ENGASE	0.038156850298245	0.908173944741244	0	1	0	0	0	0	0	0	FALSE
ENHO	0.0611494494898405	0.805627281429485	0	1	0	0	0	0	0	0	FALSE
ENKD1	0.41627375397262	0.0620443854481994	0	1	0	0	0	0	0	0	FALSE
ENKUR	0.151840647264413	0.612644907953397	0	1	0	0	0	0	0	0	FALSE
ENO1	0.106803235126748	0.639493641429567	0	1	0	0	0	0	0	0	FALSE
ENO1-AS1	0.376509426254159	0.0875411439331108	0	1	0	0	0	0	0	0	FALSE
ENO2	-0.203187300259313	0.394909163545489	0	1	0	0	0	0	0	0	FALSE
ENO3	-0.695090385349414	0.00293887499716306	0	1	0	0	0	0	0	0	FALSE
ENOPH1	0.151462171732939	0.560044970227796	0	1	0	0	0	0	0	0	FALSE
ENOSF1	-0.206180452523229	0.232012954490006	0	1	0	0	0	0	0	0	FALSE
ENOX1	-0.082201515888418	0.676952231663734	0	1	0	0	0	0	0	0	FALSE
ENOX2	-0.0745089626308761	0.518840381788984	0	1	0	0	0	0	0	0	FALSE
ENPEP	0.108938065662759	0.687092710849244	0	1	0	0	0	0	0	0	FALSE
ENPP1	-0.130854743641399	0.0189441554400397	0	1	0	0	0	0	0	0	FALSE
ENPP2	-0.00181415659856662	0.993356523730187	0	1	0	0	0	0	0	0	FALSE
ENPP3	-0.0933482618967494	0.363531667625149	0	1	0	0	0	0	0	0	FALSE
ENPP4	-0.24907616113323	0.0793152695833015	0	1	0	0	0	0	0	0	FALSE
ENPP5	-0.032824496563082	0.582560851028524	0	1	0	0	0	0	0	0	FALSE
ENPP6	-0.203079163179849	0.0208128587641193	0	1	0	0	0	0	0	0	FALSE
ENPP7	0.0439306128707262	0.544342609293701	0	1	0	0	0	0	0	0	FALSE
ENSA	-0.487129037326992	0.0409052712257708	0	1	0	0	0	0	0	0	FALSE
ENTHD1	0.127986036822474	0.192417340438608	0	1	0	0	0	0	0	0	FALSE
ENTHD2	0.859743232857316	0.00287176072945385	0	1	0	0	0	0	0	0	FALSE
ENTPD1	0.323296644581306	0.00160083483855082	0	1	0	0	0	0	0	0	FALSE
ENTPD1-AS1	-0.0995845142130081	0.551211277904117	0	1	0	0	0	0	0	0	FALSE
ENTPD2	-0.414670580509521	0.117060380349163	0	1	0	0	0	0	0	0	FALSE
ENTPD3	-0.361515618382548	0.151659073687073	0	1	0	0	0	0	0	0	FALSE
ENTPD3-AS1	-0.171770052869071	0.255552629368876	0	1	0	0	0	0	0	0	FALSE
ENTPD4	-0.0135811934940975	0.884120887955949	0	1	0	0	0	0	0	0	FALSE
ENTPD5	-0.262555808447611	0.110444670254458	0	1	0	0	0	0	0	0	FALSE
ENTPD6	0.193324035503874	0.444884150842365	0	1	0	0	0	0	0	0	FALSE
ENTPD7	-0.0232614493905086	0.715951480154578	0	1	0	0	0	0	0	0	FALSE
ENY2	0.0988709111069421	0.757524102274898	0	1	0	0	0	0	0	0	FALSE
EOGT	0.158110984324838	0.407109025608482	0	1	0	0	0	0	0	0	FALSE
EOMES	-0.719540653861778	0.0688674043713447	0	1	0	0	0	0	0	0	FALSE
EP300	0.229575278644587	0.0228619308925518	0	1	0	0	0	0	0	0	FALSE
EP300-AS1	-0.126093901842453	0.550803664911847	0	1	0	0	0	0	0	0	FALSE
EP400	0.247571890074349	0.000455289567753937	0	1	0	0	0	0	0	0	FALSE
EP400NL	0.111135185969258	0.61431575135349	0	1	0	0	0	0	0	0	FALSE
EPAS1	0.429957102226504	0.0582306746532732	0.45338941672997	0.650268355870164	0	0	0	0	0	0	TRUE
EPB41	-0.0364567557861948	0.639640231426596	0	1	0	0	0	0	0	0	FALSE
EPB41L1	0.120801783614389	0.337558566017786	0	1	0	0	0	0	0	0	FALSE
EPB41L2	-0.26561224363838	0.20858583641471	0	1	0	0	0	0	0	0	FALSE
EPB41L3	-0.318598493051264	0.273251732032532	0	1	0	0	0	0	0	0	FALSE
EPB41L4A	0.366618933655149	0.0478233091200228	0	1	0	0	0	0	0	0	FALSE
EPB41L4A-AS1	-0.364655246293929	0.124189834301193	0	1	0	0	0	0	0	0	FALSE
EPB41L4A-AS2	0.0280276275395581	0.888197305298896	0	1	0	0	0	0	0	0	FALSE
EPB41L4B	-0.0311256691373991	0.690836941466784	0	1	0	0	0	0	0	0	FALSE
EPB41L5	0.184939809069022	0.0477129081624482	0	1	0	0	0	0	0	0	FALSE
EPB42	-0.0727397036149222	0.421797895617487	0	1	0	0	0	0	0	0	FALSE
EPC1	-1.1405104538956	1.31656198297282e-06	0	1	7.97129797341243e-17	0	0	0.00196850393701491	0.00360707372497617	0	FALSE
EPC2	0.497207858212303	0.0173468597132687	0	1	0	0	0	0	0	0	FALSE
EPCAM	0.379152574336601	0.0939991124700235	0	1	0	0	0	0	0	0	FALSE
EPDR1	0.0204270912002791	0.82891384526257	0	1	0	0	0	0	0	0	FALSE
EPG5	0.226330314010737	0.0249763329786273	0	1	0	0	0	0	0	0	FALSE
EPHA1	0.0370320128069516	0.81062732797926	0	1	0	0	0	0	0	0	FALSE
EPHA1-AS1	0.230549787340925	0.0403926416454801	0	1	0	0	0	0	0	0	FALSE
EPHA10	0.00781998178150989	0.965800955835891	0	1	0	0	0	0	0	0	FALSE
EPHA2	-0.118261061044004	0.125376421030527	0	1	0	0	0	0	0	0	FALSE
EPHA3	-0.299005925091923	0.374357956157943	0	1	0	0	0	0	0	0	FALSE
EPHA4	0.173506859983536	0.500184059903045	0	1	0	0	0	0	0	0	FALSE
EPHA5	0.0333999321022406	0.891224831023171	0	1	0	0	0	0	0	0	FALSE
EPHA5-AS1	-0.145628760798492	0.0661487826648259	0	1	0	0	0	0	0	0	FALSE
EPHA6	0.0344431646660572	0.678820637036022	0	1	0	0	0	0	0	0	FALSE
EPHA7	0.0537333884081699	0.415505424268554	0	1	0	0	0	0	0	0	FALSE
EPHA8	0.159726608047423	0.0518514402802712	0	1	0	0	0	0	0	0	FALSE
EPHB1	0.237041755697148	0.447133422264673	0	1	0	0	0	0	0	0	FALSE
EPHB2	0.256088090413944	0.121910032655092	0	1	0	0	0	0	0	0	FALSE
EPHB3	-0.000651541783276754	0.997515726105784	0	1	0	0	0	0	0	0	FALSE
EPHB4	0.0244524604654242	0.80529957833936	0	1	0	0	0	0	0	0	FALSE
EPHB6	-0.0435843985087487	0.674199835569526	0	1	0	0	0	0	0	0	FALSE
EPHX1	-0.0708101593296319	0.674369242820904	0	1	0	0	0	0	0	0	FALSE
EPHX2	-0.388991719505188	0.229973858961519	0	1	0	0	0	0	0	0	FALSE
EPHX3	-0.194164564882574	0.47439810839901	0	1	0	0	0	0	0	0	FALSE
